,title,rating,review
1197, 명탐정 코난: 할로윈의 신부 ,10,재밌어요. 추천합니다                         
1198, 토르: 러브 앤 썬더 ,1,가치 최악의 마블영화..                         
1199, 토르: 러브 앤 썬더 ,10,존잼ㅠㅠ 감동적임                         
1200, 봄 여름 가을 겨울 그리고 봄 ,10,지옥에서 따듯한 불을지피며ㅓ 영생을 누리시길 간절히 기원합니다 아름다운 영화를 만들어주셔서 감사합니다 그저 따듯하게 평생 나오지말고 거기 계세요                         
1201, 토르: 러브 앤 썬더 ,7,쏘 쏘..                         
1202, 토르: 러브 앤 썬더 ,1,히어로물 이젠 질렸어매버릭을 보고 좀 느끼는 거 없나?                         
1203, 엘비스 ,9,러닝타임 약간 긴 거 빼놓고는 모두 좋았습니다.                         
1204, 토르: 러브 앤 썬더 ,10,"가볍게 보기 좋은 개그코드, OST는 최고                         "
1205, 탑건: 매버릭 ,10,뻔하지만 진짜 진짜 재미있게 봤습니다.. 뻔한데 10점임 ㄹㅇ                         
1206, 조 블랙의 사랑 ,10,신고 
1207, 마녀(魔女) Part2. The Other One ,10,볼만한데 잔인해여 3편기대                         
1208, 명탐정 코난: 할로윈의 신부 ,10,여전한 OST는 좋다.                         
1209, 탑건: 매버릭 ,10,이영화는 진짜 이영화는 처음 끝이 진짜 레전드다 지금까지 4번 봤는데 한 48번은 더볼수 있다 이영화 안보면 인생 절반 아니 전주를 손해본다                         
1210, 명탐정 코난: 할로윈의 신부 ,10,"이번에 음악이 너무 좋은 것 같아요...! 왤케 소름이 돋는지ㅜ 작화도 진짜 좋아졌어요! 코난을 하도 봐서 그런지 범인이 대충 예상가긴 했지만, 그래도 간만에 재밌게 봤어요 :) 몇 번을 봐도 안 질리는 극장판이에요 정말! 과거랑 현재가 자연스럽게 이어지는 것도 좋았고요. 그리고 마지막 쿠키 때 너무 소름 돋아서 영화관에 있던 사람들 다 와~ 소리 질렀어요 ㅎㅎ 꼭 보고 나오세요                         "
1211, 토르: 러브 앤 썬더 ,2,"잘가 마블 엔드게임까지 의리였다. 흑인,페미,게이,레즈 콜라보 행복해지기를 톰 형 미안해                         "
1212, 명탐정 코난: 할로윈의 신부 ,10,"비색의 탄환보다 훨씬 재밌었어요. 베이커가의 망령보다 더 새롭냐 하면 그건 아니지만 확실히 최근 극장판중에선 가장 재미있고 작화 퀄리티도 좋았습니다. 코난 팬이고, 동기조 좋아하시면 더욱 좋은 극장판일거같아요. 아무런 지식 없이 가도 내용 이해는 가능하지만, 제대로 된 감상을 위해서는 정말 최소한 흔들리는 경시청 에피소드는 꼭 보고 가셔야 될 것 같습니다. 다음주에 다시 보러 가려구요ㅎㅎ                         "
1213, 눈감은 여름 ,10,영원하지는 않지만 그순간순간이 소중하고 더욱 아름답다                         
1214, 탑건: 매버릭 ,10,나 이런거 평점 안남기는데그냥 간만에 인생영화본거같다.꼭 봐라컴퓨터로 볼게아니다 극장에서 봐야되                         
1215, 탑건: 매버릭 ,10,매버릭 관람내내 영광이였습니다.개봉 연기될때 마다 얼마나 안타까웠는지.. ㅜ ㅜ                         
1216, 탑건: 매버릭 ,10,군대 다시 갈뻔했다 진짜                         
1217, 명탐정 코난: 할로윈의 신부 ,10,신고 
1218, 탑건: 매버릭 ,10,신고 
1219, 마녀(魔女) Part2. The Other One ,6,1에서 보았던 전체적인 구조를 사람만 바꾸고 그대로 들고 왔는데 별 매력이 없음 뭔가 단서 될 만한 것들만 찔끔찔끔 보여주다 3편을 예고하고 끝남~ 속편을 위한 1보 후퇴라고 밖에 말 못할듯 마지막에 김다미가 등장해서 그나마 속편에 대한 기대감이 더 커진 정도?                         
1220, 저지 드레드 ,10,칼 어번의 잘생긴 얼굴을 못 보는 건 아쉽지만... 그래도 저지 드레드는 헬멧을 안 벗긴게 신의 한수                         
1221, 탑건: 매버릭 ,10,F-14 톰캣은 로망이다                         
1222, 뒤틀린 집 ,10,잘 봤습니다. 서영희 배우 팬이에여~~ 공포영화도 역시 너무 잘 어울리시네여                         
1223, 쥬라기 월드: 도미니언 ,2,유치함의 극치쥬라기 시리즈는 손절                         
1224, 블레이드 러너 2049 ,10,이 영화 결말 아직도 가끔 생각남…내 기준에선 최고의 sf 걸작중 하나                         
1225, 명탐정 코난: 할로윈의 신부 ,10,그냥 그랬어요. 제가 기대를 너무 많이 했나봐요..ㅎㅎ 그래도 제로의 집행인 이후로는 가장 재밌게 봤어요!! 내년 극장판이 너무 기대됩니다♡                         
1226, 명탐정 코난: 할로윈의 신부 ,10,"의리로 10점준다이번에 스토리는 좋았는데코난, 아무로가 주는 존멋임팩트가 조금은 덜했음                         "
1227, 베네데타 ,9,"영화 잘만들었고, 연기도 잘한다. 폴 버호벤 감독님 계속 비슷한 얘기 하시는 듯 하다.                         "
1228, 탑건: 매버릭 ,10,감동적이었습니다 그리고 재미있게 잘 봤습니다                         
1229, 엘비스 ,10,존 레논 : 엘비스 이전에는 아무것도 없었다                         
1230, 캅샵: 미친놈들의 전쟁 ,7,ㅋㅋㅋ시원시원하고 재미있다. 킬링 타임용으로 볼만하다.                         
1231, 돈 룩 업 ,8,프로파간다가 확실한 영화. 블랙코미디로 잘 승화시킨듯 싶다. 디카프리오가 잘 살림.                         
1232, 타임 패러독스 ,10,리뷰 스포 절대보지말고...제대로 끝까지 반전으로 팸                         
1233, 티탄 ,6,나는 아직 이런 영화 잘 모르는듯 싶다... 잘 모르겠다 ㅜㅜ                         
1234, 탑건: 매버릭 ,10,정말 좋았음 최고의 영화                         
1235, 헤어질 결심 ,10,청록과 파란색 사이. 사랑과 의심사이.                         
1236, 해치지않아 ,1,보기싫다던 남친 이끌고 영화관에서 본 후 시간 아깝다고 대판 싸움남친과의 관계를 해치고 싶으신분들은 보세요                         
1237, 매트릭스: 리저렉션 ,6,에이... 안 만드느니만 못한 이런 속편ㅜㅜ 워쇼스키 감독님들은 언제쯤 감을 되찾으실까                         
1238, 탑건: 매버릭 ,10,이것이 영화다 (짝 짝 짝)                         
1239, 시라노 ,7,넘버가 그렇게 엄청 좋지 않다. 무난무난한 뮤지컬 영화인듯                         
1240, 탑건: 매버릭 ,1,탑건 1 안본사람들은 이게맞나싶다...진부한 클리셰 90년대 액션영화도 이렇게연출안해                         
1241, 굿 보스 ,7,바르뎀 아저씨 연기는 기가 막힌다. 인상적이다. 근데 내용은 크게 인상적이거나 와닿지 않는다.                         
1242, 로스트 도터 ,10,"온전히 떨치지 못한, 여전히 자유롭지 못한 엄마라는 한 인간의 이야기                         "
1243, 리코리쉬 피자 ,9,"포스터만 보고 예상 못했는데, 포스터를 잘못 뽑은거 같다. 보이는거보다 훨씬 재밌고 여운이 남는다.                         "
1244, 마녀(魔女) Part2. The Other One ,4,먼 내용인지?싸우는거 빼면 아무내용이 없음                         
1245, 더 배트맨 ,8,배트맨 새로운 시리즈 시작으로 괜찮음.. 앞으로도 기대해볼만함                         
1246, 탑건: 매버릭 ,10,신고 
1247, 신비한 동물들과 덤블도어의 비밀 ,6,마법나올때만 재밌고 나머지는 다 별로임... 매즈미켈슨으로 바뀐건 멋있었는데.. 캐릭터에 애정이 별로 안생김..                         
1248, 탑건: 매버릭 ,10,감상평 적어보긴 첨인듯 전편만한 속편이 없다고 했지만 예외인 영화. 전편이 있었기에 더욱 재밌는 속편                         
1249, 헤어질 결심 ,10,더 깊이... 깊은 곳으로 빠지게 만드는 영화                         
1250, 더 킬러: 죽어도 되는 아이 ,4,장혁의 액션연기만 본다면 감동 그 자체별점 최대로 주고싶음 그러나스토리나 개연성 면에서 평범 수준보다도 훨씬 아래임스토리가 무슨ㅋㅋ어리버리한 중2학년한테 액션대본 던져주면서내용 새벽까지 짜 맞춰 오라고 한 다음 검토도 안해보고 만든거같음...                         
1251, 매스 ,9,"러닝타임 내내 대화만을 하는데, 그것만으로도 감정의 파고가 요동친다.                         "
1252, 민스미트 작전 ,8,민스미트가 무슨뜻인지 알려줬어야지... 그러면 감동이 좀 더 배가 되었을텐데.. 자기 일에 열심힌 사람들                         
1253, 탑건: 매버릭 ,10,톰 크루즈란 전설도 언젠간 다할 것이다. 하지만 오늘은 아니다.                         
1254, 버즈 라이트이어 ,10,용아맥 풀화면으로 보니까 감동임... 그냥 우주장면자체가 감동...내용은 별루                         
1255, 실종 ,8,마지막 엔딩 장면이 엄청 여운이 남는다.. 부녀관계에서 가능한건가 싶기도 하고..                         
1256, 토르: 러브 앤 썬더 ,1,장장 2시간 동안 매 순간 분노의 끈이 끊어져 와이킥킥 뒤절라게 패버리고 싶던 영화. 뒤졌니 레전드 명화에 또 하나 추가된 명작                         
1257, 토르: 러브 앤 썬더 ,9,이  영화 평점 테러 당하는 이유를 모르겠다.  좀 아쉽기는 해도 이 정도로 평점 테러를 당할 영화는 아닌 거 같다. 동성애코드를 노골적으로 드러냈고 스토리나 액션이 히어로영화 치고는 별로였던 뉴뮤턴트가 이 영화보다 평점이 높은 거는 이해가 되지 않는다.                         
1258, 명탐정 코난: 할로윈의 신부 ,10,정말 재밌네요^^~……                         
1259, 토르: 러브 앤 썬더 ,6,마블 새로운 페이즈 중에서는 제일 별로였다. 마블이 토르에 애정이 별로 없는 것 같이 느껴짐.                         
1260, 마녀(魔女) Part2. The Other One ,4,구자윤을 버리면 이렇게 된다 신시아는 갓난 아기일뿐 귀엽지두 않네 완전 다른영화                         
1261, 토르: 러브 앤 썬더 ,7,니들끼리만 재밌으면 뭐함?                         
1262, 헤어질 결심 ,10,"영화를 잘 보지 않고 잘 모르는 사람인 나는 해석해야 할 것들이 많아질때마다 고비가 왔다. 보면서도 영화를 많이 접해보고 이런 류를 좋아하는 사람이 봐야겠다 느꼈다. 그러나 왠지 모르게 탕웨이의 ""내가 그렇게 나쁩니까"" ""마침내""가 계속 떠올랐고 박해일의 큰 눈동자와 나를 혼란스럽게 만드는 박해일의 연기력이  헤어 나오지 못하게 만들었다.  탕웨이를 사랑하게 돼버렸다. 처음엔 의심이 많아서 비현실적이라고만 느꼈는데 후반부로 갈수록 정말 불쌍한 여자로 보였다ㅠㅠ                         "
1263, 헤어질 결심 ,10,우리나라 영화계에 박찬욱이 있어서 고맙다. 앞으로도 이런 영화 오래오래 만들어주길                         
1264, 헤어질 결심 ,10,"예술가의 천재성은 젊은 시절에 다 휘발되어 버리고, 늙어서는 젊을 적 명성에 기대어 과거의 영광이나 뜯어먹고 살다 추해지는 것 아닌가 생각해 왔는데, 제 생각을 바로잡아야겠습니다. '나이 들수록 점점 더 무르익는 사람도 있구나.' 싶었습니다. 박찬욱은 진정한 거장의 반열에 올라선 듯 하네요. 몇 년 새 감상한 영화 중에 가장 로맨틱했습니다. 탕웨이는 인간계가 아닌 신계(神界)의 아름다움을 뽐냅니다.                         "
1265, 엘비스 ,9,뮤지컬에 가까운 영화.소름돋는 장면이 꽤 있슴.                         
1266, 명탐정 코난: 할로윈의 신부 ,10,This is Legend.                         
1267, 탑건: 매버릭 ,10,가슴이 웅장해진다. 한국사람인데 미국국뽕이 차오르는 느낌                         
1268, 황야의 7인 ,10,삽이 짱이야  의ㅈㅏ ㅎㅏ 고                         
1269, 동주 ,10,정말 정말 꼭 보세요ㅜㅜ이거보고 윤동주 굿즈도 샀다...ㅜㅜ감동의 여운이 안사라져요ㅜㅜ그리고 박정민 배우가 연기한 송몽규...진짜 너무 너무 인상깊었습니다!!! 내 믿어라!!!                         
1270, 탑건: 매버릭 ,10,신고 
1271, 엘비스 ,10,신고 
1272, 마녀(魔女) Part2. The Other One ,10,우영우영우 생각나서 집중이 안디야...                         
1273, 더 브레이브 ,7,"악역이 임팩트가 약하고 주인공 일행이 겪는 고난이 충분히 숙성되기전에 끝나버린 느낌이다. 그러나 배우들의 열연과 분위기, 야마다 요지의 황혼의 사무라이 같은 아련한 결말은 수작으로 평하기에 충분함                         "
1274, 탑건: 매버릭 ,9,여자인데 보면서 너무 재밌었어요제가 전투기타있는거같았다는!오히려 남친이 10점까진 아니라고하는데 전 너무 재밌었어요 존멋!                         
1275, 그레이 맨 ,10,신고 
1276, 더 킬러: 죽어도 되는 아이 ,5,마지막 반전으로 모든걸 뒤집으려는 의도는 연출과 개연성 없는 스토리  때문에 망쳤다                         
1277, 토르: 러브 앤 썬더 ,10,평점 낮아서 걱정했는데 재밌게봤어요 ㅎㅎ                         
1278, 헤어질 결심 ,10,신고 
1279, 마녀(魔女) Part2. The Other One ,2,돈들여 썻을텐데 어두워서 보이지도 않고 너무 초월 되버린 액션 과 웃기지도 않고 어이없기만한 중간중간 엉뚱한 조크들 뿌리기만 하고 거두질 못하는 떡밥들... 그리고 어색한 영어 중국발음들.... 모든것이 최악                         
1280, 마녀(魔女) Part2. The Other One ,4,전작을 재미있게 봐서 그런가 너무기대를 했나보네요  3편을 기대해 봅니다                         
1281, 멘 ,9,"지극히 우아한 것 속에서 태어나는 지독히 그로테스크한 것, 혹은 그 반대                         "
1282, 브로커 ,10,소강호연기 훌륭하나줄거리가다소 밋밋하다.                         
1283, 월드워Z ,10,지금까지 나온 좀비 영화 중 최고                         
1284, 뒤틀린 집 ,10,아 대출이 가득인데.. 집을 어쩌지                         
1285, 헤어질 결심 ,10,신고 
1286, 탑건: 매버릭 ,10,정말 정말 너무 재밌어요완전 추천 ㅠㅠ 4d로 다시 보고싶어요                         
1287, 철벽선생 ,7,"후반부  마무리가  좋은 로코,  하지만 도달하기가지  인내가  필요하다                         "
1288, 뒤틀린 집 ,10,연출 연기 스토리 삼박자 굿굿                         
1289, 마녀(魔女) Part2. The Other One ,10,재밌는대?? 워낙 욕이 많아서 기대 안하고 봤는데 재밌고 3편 기대됨                         
1290, 탑건: 매버릭 ,10,너무 재미있었음 완전 최고~~                         
1291, 탑건: 매버릭 ,10,팬들에게 주는 완벽한 선물                         
1292, 브로커 ,1,이게 영화? 이딴걸 영화라고....                         
1293, 탑건: 매버릭 ,10,현재까지 봤던 영화 중에 손에 꼽을정도                         
1294, 더 킬러: 죽어도 되는 아이 ,1,또 강패영화 지겹다 지겨워. 사람 죽이고 때리는 깡패이 한 천만명 되냐? 5개중 하나는 깡패영화냐ㅋㅋ 예전 깡패영화는 사실적인 액션이라도 있었지 요즘 깡패영화는 허무맹랑한 액션뿐                         
1295, 더 킬러: 죽어도 되는 아이 ,1,무슨 생각으로 이런 소재로 영화를 만드신건지? 진심 평 높은 리뷰들 알바인가 의심 들 정도                         
1296, 더 킬러: 죽어도 되는 아이 ,10,기대이상으로 멋있는 액션신과 내용 재밌어요                         
1297, 탑건: 매버릭 ,10,좋아요~~~영상미 대박                         
1298, 명탐정 코난: 할로윈의 신부 ,10,경찰동기조 좋아하면 꼭 보시길...참고로 난 매우좋아함.                         
1299, 토르: 러브 앤 썬더 ,5,신고 
1300, 극장판 주술회전 0 ,10,최고! 추천합니다~ 다들 보세요                         
1301, 이상한 나라의 수학자 ,8,"아주 진부하지만 볼만한 영화, 전문가들도 평점 5점만 주는 영화. 그러나 영화의 공식을 벗어나진 않았고 후반부에서만 좀 아쉽게 급마무리 했을 뿐, 환상적인 최민식의 연기와 따뜻한 영상미, 그리고 참신한 소재로 꽤 재밌게 봄. 그냥 가벼운 마음으로 청소년 소설 읽듯이 보세요. 학교 교사가 학생에게, 혹은 부모님이 자녀에게 보여줄만한 영화인 것 같네요. 전 장래희망이 교사이기 때문에 비교적 관심 깊고 더 재밌게 본 것 같습니다. 평점은 자유이지만 막 재미 없지만은 않는 그런 영화라고 생각해서 8점 줍니다.                         "
1302, 실종 ,10,이 영화엔 결정적 장면이 몇 곳 있다. 그것만으로도 개인적으론 대단한 발견을 한 느낌.. ND                         
1303, 더 킬러: 죽어도 되는 아이 ,7,영화가 물흐르듯 짜임새가 있다기보다 장면을 조각조각 붙여놓은 느낌.. 그저 액션의 나열일뿐이라 검객에서 느꼈던 완성도와 카타르시스가 전혀 느껴지지 않았다. 영화 전반적으로 사운드도 실망스럽고                         
1304, 탑건: 매버릭 ,10,내인생 탑3 안에 드는 영화                         
1305, 쥬라기 월드: 도미니언 ,10,매우 아쉽지만 괜찮은 영화입니다                         
1306, 멘 ,9,다른 건 몰라도 이 감독의 시각적 상상력 만큼은 독보적이다.                         
1307," 지금, 만나러 갑니다 ",10,감동적이고 아름다웠습니다. 저도 고2때 좋아했던 사람이 있었습니다. 남자 주인공의 대학생 시절과 거의 같은 상황에 처했기에 슬프기도 하고 공감이 많이 갔습니다. 그녀도 저를 기다릴까요. 그저 영화로만 남겨야할까요. 언젠가 단 한 번만이라도 그녀를 만나고 싶네요. 하지만 저에겐 펜을 돌려 받아야하는 것과 같은 핑계거리가 없어 아쉬움만 남습니다. 운명처럼 만날 수 없을 지라도 항상 행복했으면 좋겠어요 그대.                         
1308, 월드워Z ,10,후반부 자판기에서 콜라 뽑아마시고 좀비들 사이를 유유히 걸어가는 장면이 꽤 인상적.                         
1309, 헤어질 결심 ,10,2차관람까지 완료!처음에 보이지 않았던 것들이 보이면서 감동이 배가 되네요                         
1310, 헤어질 결심 ,10,"연출부터 연기, ost에 이르기까지 완벽한 인생영화아직도 바닷가  그 자리에 서 있는 느낌다시 해준곁에 서  있고픈 영화입니다.                         "
1311, 레고 바이오니클 : 하나가 되기 위한 여정 ,9,신고 
1312, 뒤틀린 집 ,10,매우 좋아요. 잘봣어요. 만족해요                         
1313, 명탐정 코난: 할로윈의 신부 ,10,진짜 극장판도 대박이었는데 쿠키영상...완전 찢었다 미쳤음 ㄹㅇ                         
1314, 헤어질 결심 ,10,스토리도 진부하지 않아서 좋았지만 연출이 가장 인상 깊었음                         
1315, 뒤틀린 집 ,10,여름에 딱 보기좋은 영화^^♡♡♡공포영화 좋아하시는분들은 꼭 보세요^^아역연기도 짱입니다^^♡♡♡                         
1316, 더 킬러: 죽어도 되는 아이 ,9,연출은별로였지만 액션이 100점이라 재밌어요. 남자들 아주 좋아함                         
1317, 헤어질 결심 ,1,한국남자들의 근자감 정신세계를 깨달음.깜놀.기억나는건 역시 바닷가는 멋있다?2020년대 산뜻한 bts의 반대인 아련함을 추구하는 예술계는 유희열 표절사태와 함께 자정하고.정신차리길...40년대생도 이해못할 현실판타지.표값은 2시간 여름에어컨값 냈다 싶어요.                         
1318, 뒤틀린 집 ,10,우리가 늘 생활하는 집이라는 공간에서일어난 일이라서 그런지 더 공포네요소리가 진짜 무서워요 ㅠㅠ여름에 보기 딱 좋은 영화입니다                         
1319, 더 킬러: 죽어도 되는 아이 ,8,"'아이'가 위험에 처했음을 알아챈 '소녀'는 아는 '킬러'에게 '아이'의 신변보호를 의뢰했다. 웃긴 일이다. 킬러에게 경호 의뢰라니. 그것도 막무가내에다 반협박조로. 하지만 놀랍게도 킬러는 협박에 못 이긴 척 그 의뢰를 수락했다. 아니, 수락할 수밖에 없었다. 그에게 '소녀'는 유일한 안식처이기에.                         "
1320, 토르: 러브 앤 썬더 ,7,개그만 좀 적당히 했으면 더 재미있게 봤을듯                         
1321, 엘비스 ,8,오스틴 버틀러와 톰 행크스의 연기가 좋았고 엘비스의 노래들도 너무 좋았다. 특히 마지막에 엘비스가 부르는 언체인드멜로디는 눈물이…                         
1322, 마녀(魔女) Part2. The Other One ,10,블루레이 나오면 산다. 나한텐 명작이었음.                         
1323, 토르: 러브 앤 썬더 ,1,정말 무지하게 재미없음...                         
1324, 우아한 세계 ,10,진짜 현실적인 건달 캐릭터. 송강호와 조연들도 연기 대단하고 한재림 감독의 연출력도 좋네요. 영화 내내 송강호 애드리브도  많았다고 들었는데 진짜 재밌어서 몇번씩이나 종종 찾아보는 영화.                         
1325, 토르: 러브 앤 썬더 ,2,신고 
1326, 헤어질 결심 ,9,탕웨이.... 대단했습니다.                         
1327, 헤어질 결심 ,9,많은 생각을 하게 만드는                         
1328, 탑건: 매버릭 ,10,인생작                         
1329, 탑건: 매버릭 ,10,신고 
1330, 토르: 러브 앤 썬더 ,2,무슨 개그콘서트 유로로 주고 보는거같음 탑건 보셈 걍                         
1331, 테넷 ,10,진짜 인생영화인듯 너무 재밌고.. 아몰라 그냥 영화 한 번 이상 절대 안 보는데 너무 재밌어.. 10번 넘게 봤는데도 눈물남..                         
1332, 명탐정 코난: 할로윈의 신부 ,10,어제 개봉 첫날 당일날 코난보고 왔는데 와.. 이번 애니는 뭔가 새로운 느낌 이였어요 성우분들 캐릭터 연기도 잘하고 캐릭터 소화도 잘하고 아주 감동 그 자체였어요                         
1333, 명탐정 코난: 할로윈의 신부 ,10,믿고 보는 코난 극장판 이번꺼 진짜 재밌게 봤네요!! 여러모로 만족스러웠어요~~                         
1334, 분노 ,7,"분노, 믿음, 의심, 그리고 다시 분노의 영화                         "
1335, 더 킬러: 죽어도 되는 아이 ,10,장혁 액션 대체 불가입니다.관리 잘 하는 장혁 배우님                         
1336, 로스트 도터 ,7,"질문하는 영화, 어머니와 딸                         "
1337, 뒤틀린 집 ,10,공포영화 좋아하시면 추천드립니다!!영상 음악 다 좋았습니다~~~특히 아역배우 연기 너무너무 잘하네요!!!아역배우때문에 더 잘 본듯해요집이 무섭긴 처음입니다!!!!                         
1338, 헤어질 결심 ,1,와 영화보다 잘 안자는ㄷㅔ 진짜배우가 아깝다                         
1339, 모비우스 ,8,재미 없는 요소를 못찾았습니다                         
1340, 명탐정 코난: 할로윈의 신부 ,10,진짜 너무너무 재미있어요                         
1341, 헤어질 결심 ,10,"오늘 2번째로 보고 왔는데, 처음보다 더 좋았어요. 제가 영화를 2번 본 경우가 없었는데.. 어른들의 사랑이야기..배우들 연기도 너무 좋았고 모든게 좋았던 영화입니다.                         "
1342, 엘비스 ,10,꼭 보세요. 정말. 후회 안 합니다.                         
1343, 뒤틀린 집 ,6,초반엔 많이 무서웠는데 박혁권 뭐임?코미디인가?ㅋ                         
1344, 탑건: 매버릭 ,10,믿고보는 탐형! 역시 이런 액션은 영화관에서 봐야됨                         
1345, 탑건: 매버릭 ,10,말해뭐하나요. 공식 비행액션 최고 영화!!                         
1346, 뒤틀린 집 ,10,보시는게 좋음말보단 눈으로 확인                         
1347, 토르: 러브 앤 썬더 ,4,디즈니 플러스에서 풀릴 때까지 기다렸다가 봐도 될 듯한 영화                         
1348, 토르: 러브 앤 썬더 ,10,정말로 무지무지 재미있는 영화였다!                         
1349, 탑건: 매버릭 ,10,재밌습니다                         
1350, 뒤틀린 집 ,10,와~ 영화음악 진짜 최고!마지막에 보니 음악 감독이 윤상이라 깜놀이었음~                         
1351, 뒤틀린 집 ,10,사운드가소리가  순간 긴장감과 몰입도가 좋았다. 전체적인 배우들의 연기가 좋았고  아역배우의 연기가 정말 대단했다다시 한번 집에서 봐도 좋을만한 영화이다                         
1352, 마녀(魔女) Part2. The Other One ,5,"마녀 2 라는걸 모르고 보면 괜찮고,후속작이라는 걸 알고 보면 괘씸.                         "
1353, 탑건: 매버릭 ,10,와 역대급 지렸다 진짜 또 보고싶다 4dx                         
1354, 탑건: 매버릭 ,10,이건 4D로 안보면 안본 것과 마찬가지.... 쩐다 쩔어!!                         
1355, 뒤틀린 집 ,10,너무 무서웠어요 그래도 한여름 밤 시원하게 볼수있는 공포 영화라 너무 좋았습니다 아역배우 연기가 너무 좋았습니다 희우역을 한 아역배우 예전에도 몇번 본거 같은데 아무튼 잘보고 갑니다                         
1356, 왕의 남자 ,10,여운이 강한 영화..배우들 연기력이 최고                         
1357, 다크 나이트 ,9,그냥...걸작                         
1358, 뒤틀린 집 ,10,배우분들 연기와 음악이 최고!                         
1359, 탑건: 매버릭 ,10,올해 최고의 영화 꼭 보세요                         
1360, 탑건: 매버릭 ,10,와 왠만한 후속작은 기대도 안하고 보는데 정말 너무 재미있었습니다.톰크루즈도 너무 멋지구요.                         
1361, 셔터 ,7,진짜 왠만한 공포랑은 급이다름                         
1362, 탑건: 매버릭 ,10,꼭 4d로 봐야하는 영화                         
1363, 고지전 ,6,허구의 이야기지만 재밌기는 함.                         
1364, 헤어질 결심 ,10,"박찬욱 감독님 작품 중에서도 내 평생 영화중에서도 최고 영화가 끝나고서도 계속 생각나는 건 물론이고, 한 장면 장면 해석하게되고 그냥 너무 최고다                         "
1365, 명탐정 코난: 할로윈의 신부 ,10,재밌어요 최근극장판중에ㅋㅋ                         
1366, 명탐정 코난: 할로윈의 신부 ,10,동기조에 관심 없었는데 다 보고나서 이입되서 눈물 흘렸다 내 아픈 손가락 동기조..                         
1367, 헤어질 결심 ,10,울면서 나왔어요...                         
1368, 엘비스 ,2,말년 엘비스가 가장 하이라이트 인데 젊은 엘비스가 소화를 하나도못함.오죽하면 유투브 언체인멜로디 까지..엘비스 모창가수를 썼어야했다. 그것도 나이대별로..10만 채우기도 힘들듯하다..                         
1369, 뒤틀린 집 ,10,졸라 잼! 기대 안했는데 왠걸                         
1370, 너의 이름은. ,10,신카이마코토의 걸작이라고 생각함그러나 시공간을 초월하는 내용때문에 그런지 개연성 운운하면서 비평가충들한테 오히려 저평가 좀 당한 희대의 명작인듯.                         
1371, 탑건: 매버릭 ,10,지림ㄹㅇ 다보고 박수를 침                         
1372, 더 킬러: 죽어도 되는 아이 ,10,범죄도시2를 능가하는 액션타격감으로 시작과 끝을 액션으로 승부하는 영화. 군더더기없이 오로지 돌직구로 나가서 좋음. 원작이 있어서 그런듯.액션전문배우 장혁의 모든 액션이 총망라된 작품. 2백만 관객동원해서 속편 나오면 좋겠다.                         
1373, 더 킬러: 죽어도 되는 아이 ,2,강릉에 장혁이 죽어서 다시 태어낳네 옷바꿔입고                         
1374, 인셉션 ,10,"그의 '진짜' 본고장, 그 곳으로 돌아가기 위한 그렇게나 감동적인 코브의 그리고 어쩌면 우리의 성장기                         "
1375, 씽2게더 ,10,신고 
1376, 탑건: 매버릭 ,10,이건 꼭 극장에서 봐야함                         
1377, 뒤틀린 집 ,10,여름에 반가운 공포영화                         
1378, 숨바꼭질 ,6,클리셔적인것에 과하게 의존하고 심한 무리수가 있긴 하지만 나름 볼만한 영화... 배우분들 연기도 좋았고 액션 연출도 좋았어요                         
1379, 뒤틀린 집 ,10,배경음이랑 아역 연기때문에 몰입감이 너무 좋았어요 무서워서 정신까지 창백해져 나왔네요 여름에 진짜 최고 보기 좋은 영화입니다bb                         
1380, 토르: 러브 앤 썬더 ,8,얼마나 드릅게 재미없는지 확인하고옴. 근데 재밌었어 ㅠㅠ                         
1381, 뒤틀린 집 ,10,배우님들이 연기를 너무 잘해서 몰입해서 봤어요                         
1382, 마녀(魔女) Part2. The Other One ,7,영화관에서 관객들이 가장 많이 속삭인 말 ‘김다미 언제 나와?’랑 ‘이종석은 왜 안나와?’                         
1383, 터미네이터 2:오리지널 ,10,진짜 이 영화를 1990년대에 만들어졌다는게 믿어지지 않는다…(명작)                         
1384, 뒤틀린 집 ,10,좋은영화 좋은음악 재밌게 봤습니다                         
1385, 탑건: 매버릭 ,10,내용 모르고봤는데 진짜 넘 재밌고너무너무 멋있음!>.<                         
1386, 더 킬러: 죽어도 되는 아이 ,10,킬링타임용으로 봤는데 생각보다 재미있네요.영화관에서 많이 상영을 안해 아쉽네요~~                         
1387, 탑건: 매버릭 ,10,집에 돌아와 ost를 들으면서 내용을 되씹는것까지가 이 영화의 완성                         
1388, 탑건: 매버릭 ,10,최고였다  강추한다   유일하게 다시보고싶은영화                         
