,Unnamed: 0,titles,rates,reviews,isit_domestic
386,386,외계+인 1부,2,우리가 인피니티 워를 보고 난 후 엔드게임을 기다릴 수 있었던 건 10년을 달려오며 쌓아온 마블의 '큰 그림' 덕분이었다. 그러니까 지난 영화들의 그 모든 스토리들 장면들이 오버랩 되면서 음청난 카타르시스가 느껴지는 건데.. 이건 무슨 빌드업도 없이 첫 영화부터 이래버리니까 스토리가 난잡하다고 느낄 수 밖에...그치만 2부 기대해볼겡        ,True
387,387,외계+인 1부,10, 김우빈의 연기가 인상깊었습니다.4DX로 봤는데 재밌게 봤습니다.웃으시는 관객분들도 많으셨어요.        ,True
388,388,탑건: 매버릭,10,  ,False
389,389,외계+인 1부,8,오 평이 좀 많이 갈리는 편인 것 같아서 어떨까 기대하면서 봤습니다. 우선 확실히 한국 영화의 CG 기술이 많이 발전한 것 같습니다. CG인 게 티는 나지만 영화에 몰입하는 데 영향을 주지 않았습니다. (확실히 동물을 CG로 표현하는 건 좀 어려운가 봐요. 기계 같은건 대단했는데 고양이 부분만 쪼금 티가 많이 나더라고요.) 그리고 연기들을 다들 너무 잘하신 거 같아요. 극중 역할 '아인'의 연기는 사실 좀 많이 어색했습니다. 다른 분들은 대단했어요. 류준열 씨랑 김우빈 씨 진짜 연기 잘하시더라고요. 염정아 씨랑 조우빈 씨도 역할에 맞게 재밌게 볼 수 있었습니다. 시간대를 넘나들긴 하는데 그냥 영화가 보여주는 대로 보다 보면 하나하나 '아!' 하는 부분들이 잘 풀어 내신 것 같아요. 이번 편이 1부고 2부도 기대가 됩니다. 호불호가 갈리는건 당연하다고 생각합니다. 장르가 그런것 같기도 하고요. 근데 보셔서 손해 보는 영화라는 생각은 들지 않습니다.        ,True
390,390,토르: 러브 앤 썬더,4,한없이 가벼워진 토르에 실망..        ,False
391,391,그레이 맨,1,개연성없는 저급 영화 시간 낭비용        ,False
392,392,외계+인 1부,1,하... 20000원 돌려줘!!! 이걸 돈주고 봤어 미친        ,True
393,393,썸머 필름을 타고!,8,제목처럼 여름이랑 너무 잘 어울리는 영화!        ,True
394,394,외계+인 1부,9,한국에서도 이런 장르의 영화가 이렇게 퀄 좋게 만들어 졌다는것에 1차 놀랐고 초반 과거 현재 왔다 갔다 하는 연출이 조금 혼란 스러웠지만 끝까지 다 보고 나오니 감독님의 의도와 떡밥 회수 소름이!! 2부가 너무 기다려 지는 엔딩!!        ,True
395,395,인컨시버블,1,킬링 타임으로 보는 게 좋다.        ,False
396,396,스타 이즈 본,10," 레이디가가 팬도 아니고.. 그냥 평점이 좋아서 봤는데 ..마지막 장면보고 눈물이 그냥 줄줄 ㅠㅠ 마흔을 앞둔 제 나이가 많다고도 적다고도 할수 있지만 인생, 사랑에 대해 여러가지 생각도 들고.. 좋은 영화입니다. 한번 더 보고 싶네요. 연기도 노래, 음악도 최고예요.        ",True
397,397,외계+인 1부,6,요즘 감독들은 커리어에 오점 남기는게 유행인가..박훈정도 그러더만 최동훈도        ,True
398,398,외계+인 1부,8,괜찮음ㅋ        ,True
399,399,헤어질 결심,9, ,True
400,400,어벤져스: 엔드게임,10, 대박 재미있음 아이엠 아이언맨        ,False
401,401,어벤져스: 엔드게임,10, 대박 재미있음 아이엠 아이언맨        ,False
402,402,썸머 필름을 타고!,8,귀여운 배우들과 여름향 나는엉화        ,True
403,403,탑건: 매버릭,10, 탑건 1을 전혀 보지 않았는데도 감동이였고 비행쪽에 관심이 전혀 없었는데도 너무 재밌었음 토르 봤었는데 탑건 2번 더 볼걸        ,False
404,404,분노의 질주: 더 얼티메이트,1,막장 허무맹랑 끝판 영화        ,True
405,405,외계+인 1부,7,혹평치고는 볼만함ㆍㆍ어디서 많이본장면들나열이고 취향탈듯한 소재네요ㆍㆍ  액션이나 cg 같은것들이 볼만했고 오히려 방대한 세계관을 짧은 영화에 담으려해서  무리인듯ㆍㆍ드라마였음  더재밌었을듯 ㆍㆍ전 그래도 2부나옴  볼듯해요        ,True
406,406,범죄도시2,9,"범죄 잡으려면... 도시, 하나쯤이야;;        ",True
407,407,방법: 재차의,6,드라마와 너무 다른거 빼곤 볼만함        ,True
408,408,미니언즈2,10, 재밌었습니다 스페인어옹알이가 번역되지 않아서 모르는 사람에겐 다소 지루할수 있겠다 싶습니다        ,False
409,409,외계+인 1부,10, 나름 괜찮았다고 생각이 드는데 이정도 평점 받을 작품은 아닌것 같음        ,True
410,410,외계+인 1부,10, 왜이렇게 평점이 낮지? 안본사람이 달았나? 예매율1위가 그냥 되는건 아닐텐데ㅎㅎ 재밌었어요! 2부 보면 더 재밌을듯        ,True
411,411,미니언즈2,2,스토리도 별로고 중국물 먹은게 너무 맘에 안든다 미니언즈 귀여운거 빼곤 뭐 없음 진짜로 돈주고 보게 못됨        ,False
412,412,헤어질 결심,10,  ,True
413,413,외계+인 1부,10, 평점은 이미 대충 들은 상태였는데도 김태리 배우님 팬이라서 기대 없이 본건데 난 너무 재미있었음 애초에 마블시리즈 이런거 한번도 본 적 없고 그런 류에 관심도 없었던 사람이라 나한테는 재밌게 다가왔을 수도 있는데 영화 끝나고 사람들이랑 얘기해보니 정말 나만 그러긴 한것 같더라고ㅠㅠ 그래도 전 외계+인2 나오면 꼭 보러 갈 생각 있습니다 어쩌면 혼자 가야될 수도 있겠지만.. 개인적으로 이번엔 2D로 본거라 4DX로 또 보러 가려고 합니다 최동훈 감독님의 도전이자 인생에서 꼭 한번 만들어보고 싶은 영화라던데 갠적으로는 저랑 그 취향이 비슷하신 것 같아서 잘 봤습니다 태리배우님 연기는 항상 기대 이상이고 하여튼 저는 돈 아깝지 않게 잘 봤습니다 다 보고 네이버평 보러 들어왔는데 전반적으로 너무 처참해서 좀 아쉽네요ㅠㅠ 그래도 전 잘 봤습니다        ,True
414,414,외계+인 1부,10, 외계+ 과거 +현재의 상상력최고!        ,True
415,415,버즈 라이트이어,7,"결국은... 나, 자신과의 싸움...?!        ",False
416,416,메모리,10, 볼만함. 예술영화 아니면 완성도 따지기 없기.        ,False
417,417,썸머 필름을 타고!,7,"전형적인 일본의 청춘 성장물. 넘치는 텐션으로 살아가던 학창시절의 향수를 떠올리게 만든다. 배우들의 캐미와 영화에 대한 사랑은 영화팬으로서 감개무량하지만, 후반부의 꽤 많이 과한 설정은 결국 참기 힘들게 오글거렸다.        ",True
418,418,미니언즈2,7,미니언즈는 재미가 있지만 중국자본이 들어간게 너무 아쉽다        ,False
419,419,헤어질 결심,7,박찬욱 월드의 독특한 멜로        ,True
420,420,탑건: 매버릭,4,마지막 30분을 위해 1시간 반을 지루함에 몸부림침....4명이 보러가서 두명은 재밌어하고 두명은 재미 없어 함..        ,False
421,421,외계+인 1부,10, 호불호가 갈 릴 수 있는 영화이긴하지만 개인적으로는 잘 만든 영화라고 생각한다. 중간 중간 웃음 요소들도 있었고 과하지 않는 액션과 전우치에서 나오던 도사들 요술을 보는 재미도 있었다. 시간대를 왔다 갔다하며 초반에는 이해하기 어려울 수 있지만 후반에 모든 의문들이 풀리며 이해하기 쉽지 않았나 싶다. 우리나라에는 이런 타임워프같은 미래관련 영화들을 보기 드문에 그 스타트로 이 영화는 잘 만들어지지 않았나 싶었다.재밌게 잘 봤습니다        ,True
422,422,탑건: 매버릭,10, 말이 필요없다 무조건 봐야되는 영화        ,False
423,423,마녀(魔女) Part2. The Other One,6,마녀인가...? 악녀인가...?!        ,True
424,424,외계+인 1부,10, 2편 기대.   CG 굿 . 재미있어요        ,True
425,425,외계+인 1부,10," BTS 뷔는 “영화를 보고 외계인이 되고 싶었다. 또 보고 싶고 또 볼 영화다”라고 밝혔다. 배우 박서준은 “보면 볼수록 디테일에 감탄하게 될 아름다운 상상력과 아름다운 배우들의 아름다운 조화”라고 영화를 감상한 소감을 전했다. 이어 정호연은 “심장이 두근두근했다. 궁금증을 자아내는 전개에 몰입할 수밖에 없었고, 쏟아지는 액션과 코미디에 취향 저격당했다. 세련된 CG 디자인과 한국적인 미의 균형이 담겼다. 앞으로 한국에서도 '외계+인' 1부와 같은 다양한 장르의 영화가 많이 만들어질 수 있겠다는 용기를 주는 작품""이라며, 영화가 선사할 액션과 빈틈없는 볼거리에 추천을 아끼지 않았다.        ",True
426,426,레드 노티스,7,꽤 흥미진진해서 그럭저럭 볼만했음.        ,True
427,427,외계+인 1부,6,연기와 cg는 좋다.. 다만 ㅠㅠ 조금 지루 하다ㅎ뭔가 짬뽕…. ㅠㅠㅠ아쉽다        ,True
428,428,헤어질 결심,9,감정을 이렇게 잔잔하지만 임팩트있게 표현할 수 있구나        ,True
429,429,큐어,9,왜 명작이라고 하는지 알것 같음. 보고나서 여운이 강하게 남음. 하지만 또 보기는 무섭다..        ,False
430,430,브로커,10, 재밌게 봤습니다 깊은 영화네요        ,True
431,431,헤어질 결심,10, 나를 미치게 하는 끈질긴 두 사람의 인연        ,True
432,432,러브 인 클라우즈,7,조금은 밋밋한 사랑과 전쟁.        ,False
433,433,외계+인 1부,10, 처음부터 끝까지 참 재밌게 봤는데 ~~        ,True
434,434,외계+인 1부,6,너무 좋지도 그렇다고 나쁘지도 않은? 그래도 신선한 장르라 약호!        ,True
435,435,미니언즈2,2,정말 재미없다. 귀엽긴 하지만 매우 유치하다.        ,False
436,436,뒤틀린 집,10, 주온.링 다음으로 무섭습니다 진짜 강력 추천        ,True
437,437,헤어질 결심,9,최고입니다 몇번더보고싶어지는작품        ,True
438,438,탑건: 매버릭,10, 레알 안보신 분들 강추!!!        ,False
439,439,미니언즈2,8,미니언즈2를 보고 슈퍼배드1을 다시 보면 반가운 요소들을 발견할 수 있다 ㅎㅎ 너무 귀여운 미니언즈        ,False
440,440,미니언즈2,7,"미니언즈 시리즈의 특징인 ‘귀여움’을 그저 즐기기만 하면 된다. 소년 악당 그루의 이야기도 나쁘지 않지만, 전체적인 설정의 매력이 전작과 비교해 평이하다는 느낌이 든다. 뭐, 그냥 미니언즈 보고 있으면 되니 무슨 상관일까마는.        ",False
441,441,탑건: 매버릭,10, 그냥 좋다 옛날 감성이 아니라 더 좋다        ,False
442,442,외계+인 1부,3,걍 어디서 본거같은 장면들의 연속에.. 짜집기한 느낌        ,True
443,443,외계+인 1부,4,어쩌죠..2부로 나올 류준열의 숨겨진 스토리가 궁금하지가 않아요..        ,True
444,444,명탐정 코난: 할로윈의 신부,10, 영화 보다가 울었음...코난 보다가 울줄이야...        ,False
445,445,스타 이즈 본,9, ,True
446,446,귀멸의 칼날: 남매의 연,7,굿즈 받으려고 본거 TV판이랑 딱히 차이는 없음        ,True
447,447,외계+인 1부,10, 전 재미있게 시간가는지 모르고 봤어요.평점이 이정도는 아닌데....ㅜㅜ        ,True
448,448,엘비스,9,오스틴이 연기하는 엘비스에게 푹 빠져버렸다. 엘비스의 명곡도 알 수 있어서 만족!        ,False
449,449,외계+인 1부,5,최고의 캐스팅으로 한국형 마블 어벤져스를 만들려고 했으나 실패!        ,True
450,450,외계+인 1부,10, 평점이 낮아서 걱정했는데 생각보다 재미있게보았어요        ,True
451,451,외계+인 1부,10, 너무 재미있었는데...^^ 2부 기대~ 감독의 도전에 박수~!        ,True
452,452,외계+인 1부,10, 잼있어요 왜 평점이 이럴까요?        ,True
453,453,미니언즈2,6,기대하고 봤는데 ㅠ 액션신에서 졸았음        ,False
454,454,토르: 러브 앤 썬더,5,염소만 기억이 나는 영화 매애애애도 아니고 까아아악그리고 토르 엉덩이        ,False
455,455,외계+인 1부,8,헐리우드 안부러운 CG. 배우들의 멋지고 사랑스러운 연기. 약간 진부하지만 전체적으로 균형잡힌 스토리.이야기 초반의 약간 산만한 스토리 전개에 대한 한스푼의 아쉬움.        ,True
456,456,외계+인 1부,8,재밌었음 흥미진진하고 마지막에 류준열이 외계인이 되었을때 기대됨        ,True
457,457,외계+인 1부,7,"호불호가 확실히 갈리는 영화다. 난 개인적으로 “호”다. 스토리의 난잡함은 열라 동의한다. 영화를 단지 스토리나 전개로만 보면 그렇다. 그러나 CG, 연기, 영상미, 감독의 실험정신 등은 나쁘지 않다. 어쨌든 쥬라기공원보다는 훨 괜찮다.        ",True
458,458,친절한 금자씨,10," 속죄할 수 없는 붉은 복수. 112분의 프레임 속에는 세상 어느 곳에도 없는, 친절하지 않은 킬러이자 엄마, 엄마이자 금자가 담겨 있었다.        ",True
459,459,외계+인 1부,10, 최근 본 마블영화보다 재미더만! (스파이더맨은 재밌었음!) 난 웃음코드도 있구! 김우빈 연기 좋더라! 소지섭은 넘 조금 나옴!        ,True
460,460,외계+인 1부,10," 1,2부로 나눈게 조금 아쉬웠지만 작품은 매우 수작이다. 각 캐릭터는 모두 살아있고 최동훈감독 특유의 개그코드가 배꼽을 잡는다. 대한민국의 CG가 이렇게나 발전했다니 놀랍다. 김우빈은 너무 멋있는 멀티캐로 나오는데 현대씬에 시간을 너무 많이 할애한게 쪼오금 아쉽다.        ",True
461,461,외계+인 1부,4,감독의 실험과 도전정신은 높게 삼        ,True
462,462,외계+인 1부,5,도대체 소지섭을 저렇게 출연시킬거면 뭐하러 캐스팅했냐? 전우치 강동원이 주인공으로 나와서 세계관이 연결됐어야했다. 1부 쿠키 영상때 전우치 나왔으면 대박났을거다.        ,True
463,463,외계+인 1부,2,심형래의 '디워'보다도 떨어지는 어설픈 외계인 그래픽과 우왕좌왕하는 배우들로 실망감을 천만배 안겨준 영화...김지운 '인랑'과 비슷한 길을 걸을듯..범죄의재구성부터 팬이었음...ㅠㅠ        ,True
464,464,외계+인 1부,10, 평점 안좋아서 기대 안하고 갔는데시간 엄청 빨리가고 재밌었습니다!2부 얼른 보고싶어요...        ,True
465,465,외계+인 1부,8,"갠적으로 스토리와 영상이 신선해서 좋았어요. 여름 무더위에  시원하게 볼 만한 영화라 생각됩니다. 배우군단이 화려해서 그 또한 관람 포인트입니다. 다만, 1부와 2부로 나뉘어 스토리 완성되지 못해 아쉽습니다.        ",True
466,466,헤어질 결심,10, 어찌보면 뻔한 스토리에 섬세한 연출과 연기가 더해져 깊은 울림을 주는 영화. 자꾸만 숨을 멈추게 하고 박해일의 시선을 따라가다 보면 쉽게 몰입 가능하다. 나에겐 탕웨이의 발견이었음        ,True
467,467,외계+인 1부,8,평이 안좋아서 기대가 낮아서일까.. 왜 재미가 있지? 한국에도 이런 영화가 나오는구나 반갑다 외계인^^        ,True
468,468,외계+인 1부,10, 제발 봐주세요 제발! 나만 당할 수는 없단말이야 ㅜㅜㅜ        ,True
469,469,외계+인 1부,2,졸음운전보다 참기힘든 졸음이 쏟아지고 런닝타임 내내 언제끝나나 생각 하다가 2부 만들어진다고 하니 배꼽잡고 졸도했음        ,True
470,470,외계+인 1부,2,졸음운전보다 참기힘든 졸음이 쏟아지고 런닝타임 내내 언제끝나나 생각 하다가 2부 만들어진다고 하니 배꼽잡고 졸도했음        ,True
471,471,스펜서,9,보면 나까지 미쳐버릴 것만 같다 숨통을 조여오는듯한 음악과 연기력 그리고 진주목걸이…여기 리뷰보면 해석을 잘해놓았네요 읽어보시는걸 추천해요http://m.egloos.zum.com/tomino/v/7537594        ,True
472,472,복수는 나의 것,9,복수와 그로테스크함의 처참한 조화        ,True
473,473,토르: 러브 앤 썬더,5,마블답지 마블영화.. 맞지않는 개그코드 남발..        ,False
474,474,외계+인 1부,6,어디서 이미 본 장면과 전개가 너무 믾다. 몇몇 번뜩이는 재치가 있었으나 긴 시간을 채우기엔 역부족. 전반적으로 지루한 영화.        ,True
475,475,미니언즈2,9,1편보다 더 귀여워진 미니언즈        ,False
476,476,탑건: 매버릭,10, 말이 필요없는 그저 레전드 영화..!        ,False
477,477,이상한 나라의 수학자,6,최민식의 스펙트럼. 하지만 작품 운은... 가족끼리 보면 좋은 영화        ,True
478,478,외계+인 1부,7,태리배우 좋아해서 기대했는데 영화가 전체적으로 내 취향은 아니었어서 좀 아쉬웠음        ,True
479,479,클레멘타인,10," 한마디로 표현할수 있는 영화 ""완벽하다""        ",True
480,480,외계+인 1부,10, 뭐 재미있던뎅ㅎㅎㅎㅎ 마블 영화들 좋아해서 갠적으로 그냥 킬링타임 잼나게 봤습니다. 2부 보고싶네요 ㅎㅎㅎ 극과극으로 평이 갈리는군요.        ,True
481,481,탑건: 매버릭,9, ,False
482,482,미니언즈2,8,미니언즈 캐릭터드링 너무 귀엽고 가볍게 보기에 좋다!        ,False
483,483,공동경비구역 JSA,10," 그들은 적이 아닌 전우였고, 우리 역시 그렇다.        ",True
484,484,외계+인 1부,7,너무 별로라는 소리를 많이 듣고서 보게되었는데 생각보다 망작이라고는 생각하지 않았다. 그렇다고 잘 만든 영화라고 물어본다면 그건 또 아닌 것 같다. 일단 2부를 보고서 어떤지 결정날 것 같다.        ,True
485,485,미니언즈2,1,그냥유치했던영화이다        ,False
486,486,썸머 필름을 타고!,9,"우리가 처음 영화와 사랑에 빠졌을때, 그리고 지금 우리가 영화와 멀어지고 있을 때 나타난 영화        ",True
487,487,외계+인 1부,10, 김태리 너무 예쁘게 잘나옴 와....        ,True
488,488,큐어,10, 2회치 관람입니다 서늘하다는 표현이 딱 맞네요        ,False
489,489,외계+인 1부,10, 출연진도 엄청나고 OST도 분위기에 맞게 잘 나온다고 생각해서 지금 필름마크랑 부채 구매하고 2부 애타게 기다리고 있는데 도대체가 평점이 왜 낮은지 모르겠네요ㅠㅠ 갠적으로 천만 넘었으면 좋겠어요!! 짱입니다 영화관에서 두번이나 봤어요 4D도 쩔어요        ,True
490,490,헤어질 결심,10, 휘몰아치는 감정의 파도에 휩쓸려간다.        ,True
491,491,고령화 가족,10, 대학시절에 영화를보고우연히 유튜브를 보다 나이30이 넘어 다시 본 영화 요즘 삶이 팍팍한데 다시곱씹으며 보니 참 웃픈현실이 반영된 영화...        ,True
492,492,외계+인 1부,5,최동훈 감독의 상상력과 재치가 복잡함과 지침으로 느껴질 때.        ,True
493,493,엽문4: 더 파이널,1,중화사상에 끝판이네ㅡㅡ다시보니 쫌 역겹네        ,True
494,494,헤어질 결심,10, 붕괴        ,True
495,495,미니언즈2,10, 귀여워서 보는 내내 깔깔깔게다가 감동도 있었어요        ,False
496,496,외계+인 1부,10, 난 볼만하든데 ㅋㅋ 볼만함요        ,True
497,497,뜨거운 피,10, 남자의 영화        ,True
498,498,미니언즈2,10, 평점이 왜 낮지 재미있는데        ,False
499,499,연애의 온도,10, 김미니가 너무 너무 귀여움...        ,True
500,500,스텔라,10," 코믹, 감동        ",True
501,501,외계+인 1부,10, 별로라길래 기대 안하고 출연진들 연기보러갔는데 재밌다는 대작들에도 줄곧 졸았던 남친이 끝까지 다봤슴돠! 2부 기대되요 난 어벤져스시리즈보다 재밌었다        ,True
502,502,수퍼 소닉2,10, 그 시절 소닉        ,ERROR
503,503,복수는 나의 것,9,"밀양과 더불어 차마 평을 할 수 없었던 나만의 한국영화 문제작 두 편. 밀양은 미루다가 몇년 전 (겨우) 했고, ""헤어질 결심""까지의 거장의 완숙함을 벅차오르게, 한낱 (애정 가득한) 관객의 한 사람으로서 지켜본 지금, 성난 황소와 같던 이 거장의 젊은 마스터피스를 반추한다. 머리는 '당연히 10점 만점'을 외치지만 가슴이 도저히 거기까지는 동의를 하지 못한다ㅋ. 정말 좋아하지만, 곳곳의 너무나도 냉소적인 유머와 영화 전반에 일렁이는 분노의 기운, 날 것의 비릿함이 아직까지도 내게는 힘든 영화. 박찬욱의, 특히 젊은 박찬욱의 '원형 (또는 프로토타입)'이라는 데에는 이견이 없음.        ",True
504,504,외계+인 1부,10, 너무 저평가라 10점줌.난 재밌게 봤음        ,True
505,505,범죄도시2,10, 손석구연기짱. 멋있어요 너무ㅠ        ,True
506,506,쥬라기 월드: 도미니언,10, 역시 쥬라기 시리즈        ,False
507,507,범죄도시2,1,손석구 집안 칼부림씬에서 다들 칼들고있는 상태에서 그렇게 몸을 뒤엉키며 싸웠는데 몸에 칼한방을 안맞는다고? 차라리 전설의 중국무림고수가 장풍쏘고 하늘날아다니는게 더현실성있을듯 시대가 어느땐데 리얼컨셉잡고 연출을 판타지로 하냐        ,True
508,508,탑건: 매버릭,7,솔직히 그렇게 재미있지는 않았음 스피드를 느끼고 싶으면 보는거 추천함 전쟁영화를 보고싶으면 비추고        ,False
509,509,외계+인 1부,8, ,True
510,510,버즈 라이트이어,10, 그리운 토이스토리        ,False
511,511,탑건: 매버릭,10," 비싸진 영화표, 돈값하는 영화. 1편은 지금보면 졸리지만 그걸보고 2편을 보면 감동이 두배 이상        ",False
512,512,헤어질 결심,10, 재밌어요. 박찬욱 감독님 영화치곤 나름 신선했어요..전에 같이 잡업하던분들이 없어 신선했어요        ,True
513,513,그레이 맨,8,뭔가 흑막은 그대로인 느낌        ,False
514,514,그레이 맨,10, 루소 형제는 믿고 봐도 됨        ,False
515,515,오마주,10, 마지막 장면에 읊어지는 싯구절에 나도 모르게 눈물이 쏟아졌어요. 이유를 알 수없는 눈물이었는데 슬픔이나 괴로움은 아니었어요.감독님을 비롯한 모든 영화인들이 중단하지말고 계속 정진해주셨으면 하는 바램도 꿈꿔봅니다. 꿈꾸는 자들이 더이상 외롭지 않게요~        ,True
516,516,탑건: 매버릭,10, 할 말이 필요 없다. 10점 만점에 100점        ,False
517,517,외계+인 1부,10, 상상이상 줄거리배우들의 명연기        ,True
518,518,토르: 러브 앤 썬더,6,그냥 토르 보는 맛에 보는...        ,False
519,519,마녀(魔女) Part2. The Other One,10, 올해 최고의 액션 영화        ,True
520,520,니얼굴,10, 감동적인 영화        ,True
521,521,외계+인 1부,10, 생각보다 훨씬 재밌어요. 인물들 캐릭터가 확실하고 등장인물이 많지만 그에 대비 대한 개연성도 나쁘지않아요. sf랑 무협 좋아하시는 분들은 추천이에요        ,True
522,522,탑건: 매버릭,10, 내 인생영화는 탑건이다 이제부터...        ,False
523,523,토르: 러브 앤 썬더,3,전부 다 아쉬움 특히나 억지개그.        ,False
524,524,외계+인 1부,4,최동훈 감독의 망작 감독 믿고 봤다가 망함        ,True
525,525,헤어질 결심,10, 최고의 영화        ,True
526,526,미니언즈2,8,미니언즈-극강의 귀여움        ,False
527,527,탑건: 매버릭,10, 굳굳 올해 본 영화중에 탑!! 다들 꼭 보셈 ㅜㅜ 제발        ,False
528,528,외계+인 1부,10, 사람들이 왜 재미없다고 하는지 모르겠음 147분이 60분처럼 느껴졌음 액션씬 cg 모두가 어색하지 않았고 눈이 즐거웠음 무엇보다 김우빈의 1인 다역 연기가 진짜로 훌륭했음 아직도 여운이 안가셔서 평점 쓰러옴 2부만 기다리고 있다.        ,True
529,529,외계+인 1부,4,소재는 괜찮았음.. 연기도 뭐... 근데 연출이랑 스토리가 암담했어요 청동거울 공격장면 보고 황당해서 웃음나왔음        ,True
530,530,외계+인 1부,10, 난 진짜 너무 재밋었는데....        ,True
531,531,미니언즈2,6,미니언즈 처음 봤는데 생각보다 개성있고 스토리도 재밌어서 의외였음. 유치하지만 캐릭터가 먹여살린 시리즈.        ,False
532,532,마녀(魔女) Part2. The Other One,2,"마녀1의 완성도의 반의반 정도 됩니다. 1편의 좋게 남은 여운을 해칠 정도이니, 차라리 만들지 않았으면 더 좋았을 뻔 했습니다. 3편을 예고하면서 끝나는데, 더 말아먹을까 걱정이 크네요. 하긴 2편으르 이 정도까지 말아먹으면 3편이 2편보다 못할 일은 없긴 하겠네요.        ",True
533,533,외계+인 1부,4,"최동훈감독님. 타짜, 범죄의재구성 같은 영화로 다시 한번만 돌아와 주시길 바랍니다.        ",True
534,534,헤어질 결심,10, 진짜 명작입니다. 두번보고 세번보고 싶은 영화입니다. 박찬욱은 역시 천재고 탕웨이는 연기천재입니다. 끝나고 계속 생각나는 영화는 오래간만이네요        ,True
535,535,탑건: 매버릭,10, OOO 인생 최고의 영화        ,False
536,536,제8일의 밤,2,비쥬얼이 아깝다.작가가 좀 재미있게 쓰는 방법을 모르네.짜증나는 시간이었다        ,True
537,537,외계+인 1부,4,"과거와 현대를 오가는 연출의 밀도가 낮고, 특히 현대 파트가 매우 재미없습니다.        ",True
538,538,외계+인 1부,10, 2부 나오면 꼭 보고싶네요        ,True
539,539,스타 이즈 본,10, 사랑으로 별이 되고 별이 되는 우리        ,True
540,540,퍼펙트 케어,10, 요새 들어 진짜 밉상 캐릭터!        ,True
541,541,디시에르토,1,날 저무니까 안 도망치고 쉬고 자빠졌네ㅋㅋ어이상실ㅋㅋㅋ        ,False
542,542,미니언즈2,6,미니언즈만 귀여움..        ,False
543,543,외계+인 1부,1,솔직히 7점대까진 아닙니다ㅋㅋㅋ   1점대입니다.        ,True
544,544,너를 죽이고,1,최악의 영화이런걸 영화라고 ㅋ        ,True
545,545,탑건: 매버릭,10, 재미있게 봤습니다4D 평이 좋진 않았는데 저는 놀이기구 타는 것 같고 해서 괜찮았어요.마지막 부분에선 4D 효과가 좀 있었어요        ,False
546,546,외계+인 1부,2,어디선가 본듯한 장면의 연속군더더기로 느껴지는 장면들이 재미 보다는 지루함그 다음 장면이 전혀 궁금하지 않음자기 멋대로 시간을 정하고는 그 시간도 제대로 지키지 않음        ,True
547,547,외계+인 1부,1,재미없어요..        ,True
548,548,미니언즈2,6,미니언즈가 귀엽고 ost가 기억에 남았다....끝        ,False
549,549,탑건: 매버릭,10, 최고에요!!!! 꼭4d로 다시 보고싶어요        ,False
550,550,탑건: 매버릭,10, 뻔하다고? 올드하다고? 전혀 클래식의 끝        ,False
551,551,외계+인 1부,10," 낮은 평점에 고민했으나 멋진 배우들과 기존에 없던 장르의 영화인지라 결국 봤어요. 결론은 코믹하면서 진지한 스토리, 주조연배우 대부분이 인지도있고 연기맛집, 풍성한 볼거리에 저는 지루할틈없이 잘 봤어요!        ",True
552,552,오리엔트 특급 살인,10,"  이거 재미없다는애들 특: 마블히어로즈,트랜스포머 좋아함 생각없이 즐겁게 보는영화 좋아하는애들 이거 보지마라 개노잼이다        ",False
553,553,외계+인 1부,2,올해본 영화중 가장..        ,True
554,554,그레이 맨,6,액션 몰빵 영화 스토리는 기대 하지 마시길        ,False
555,555,토르: 러브 앤 썬더,6,B급 감성의 유머 크리스찬 베일의 수려한 연기 누가 짠 건지 모르겠는 유치한 스토리        ,False
556,556,외계+인 1부,10, 7점대까지는 아님 ㅋㅋㅋ 나름 재밌게봄 후속편 기대중        ,True
557,557,마녀(魔女) Part2. The Other One,8,재밌는데 잔인해요ㅜㅜ        ,True
558,558,외계+인 1부,4,몰입이 전혀 안되서 긴 러닝타임을 버티기 힘들었음        ,True
559,559,토르: 러브 앤 썬더,8,믿고 보는 타이카 와이티티        ,False
560,560,탑건: 매버릭,10, 최고의 엔터테인먼트        ,False
561,561,탑건: 매버릭,10, 확실히 재밌네요…..        ,False
562,562,용순,2,여제자의 짝사랑이착하고 순한 남선생님의 앞날을 망칠뻔한 어쩌면 이미 망쳤을수도 있는 불륜도 안되지만 선생님이 학생을 한대 때렸다고 학생이 선생님에게 되들면서 폭행을 행사하면 어쩌나?오랜만에 막장 영화를 보게 되어 정말 불쾌한시간 이었습니다        ,True
563,563,헤어질 결심,8,네 사랑이 끝났을때 내 사랑이 시작되고        ,True
564,564,탑건: 매버릭,10, 1편을 뛰어넘는 속편이였어요        ,False
565,565,외계+인 1부,10, 너무좋았습니다. 내용 cg 모두다 기대이상. 2부기대됍니다.        ,True
566,566,외계+인 1부,9,생각보다 재밌습니다 굿굿        ,True
567,567,마녀(魔女) Part2. The Other One,7,영화 한편을 다 봤는데 여주인공 이름이 뭔지 알 수 없는 영화.중간에 마트 장면은 티비 광고 보는 듯한 느낌이 들었어요. 도대체 왜 넣은건지 ㅋㅋ마녀1만하진 않지만마지막 액션 장면은 재미있어요~~~!얼른 다음편이 나왔으면 좋겠습니다        ,True
568,568,미니언즈2,6,미니언즈들은 귀여웠다.        ,False
569,569,탑건: 매버릭,10, 진짜 말도안되게 재밌음.. 올해 본 영화중에 탑        ,False
